Run_ID,Experiment_ID,Crop_Target,Prediction_Target,Variable_Group_ID,Model_Type,Seed,Eval_Split,Fold_ID,Metric_Name,Metric_Value,Metric_Status,N_Eval,Result_Origin,Eval_Row_Hash,Aggregation
RUN_008,EXP_018,딸기,3화방 착과수,VG_Fruit_001,tft,,test,,R2,0.5018635824526634,available,,legacy,legacy_unverified,source_reported_unknown_or_ensemble
RUN_008,EXP_018,딸기,3화방 착과수,VG_Fruit_001,tft,,test,,CCC,0.7131450213101017,available,,legacy,legacy_unverified,source_reported_unknown_or_ensemble
RUN_001,EXP_018,딸기,3화방 착과수,VG_Fruit_001,persistence,,test,,RMSE,2.5906637106229096,available,,legacy,legacy_unverified,source_reported_unknown_or_ensemble
RUN_001,EXP_018,딸기,3화방 착과수,VG_Fruit_001,persistence,,test,,MAE,1.8269230769230769,available,,legacy,legacy_unverified,source_reported_unknown_or_ensemble
RUN_001,EXP_018,딸기,3화방 착과수,VG_Fruit_001,persistence,,test,,R2,-0.038452735179675,available,,legacy,legacy_unverified,source_reported_unknown_or_ensemble
RUN_001,EXP_018,딸기,3화방 착과수,VG_Fruit_001,persistence,,test,,CCC,0.5150705429670798,available,,legacy,legacy_unverified,source_reported_unknown_or_ensemble
RUN_443,EXP_012,토마토,전체 꽃 수,VG_Flower_005,poisson,42.0,screening,,RMSE,1.9126243120832243,available,337.0,smoke_not_rankable,17e5567b9df86880c6ff4471598079cf7e4c292f0e934f11f0efcf2e29aa0d5f,per_seed
RUN_443,EXP_012,토마토,전체 꽃 수,VG_Flower_005,poisson,42.0,screening,,MAE,1.5341825237613758,available,337.0,smoke_not_rankable,17e5567b9df86880c6ff4471598079cf7e4c292f0e934f11f0efcf2e29aa0d5f,per_seed
RUN_443,EXP_012,토마토,전체 꽃 수,VG_Flower_005,poisson,42.0,screening,,R2,0.03633292874417149,available,337.0,smoke_not_rankable,17e5567b9df86880c6ff4471598079cf7e4c292f0e934f11f0efcf2e29aa0d5f,per_seed
RUN_443,EXP_012,토마토,전체 꽃 수,VG_Flower_005,poisson,42.0,screening,,CCC,0.15602539590694112,available,337.0,smoke_not_rankable,17e5567b9df86880c6ff4471598079cf7e4c292f0e934f11f0efcf2e29aa0d5f,per_seed
RUN_1365,EXP_006,토마토,전체 꽃 수,VG_Flower_005,tabm,42.0,internal_cv,3.0,RMSE,7.391694409620423,available,227.0,new,92cf182fbb54b1c26b9b2be955d02c099a90c976ae751c9efa175f8e31508385,per_seed
RUN_1365,EXP_006,토마토,전체 꽃 수,VG_Flower_005,tabm,42.0,internal_cv,3.0,MAE,2.3799533597173146,available,227.0,new,92cf182fbb54b1c26b9b2be955d02c099a90c976ae751c9efa175f8e31508385,per_seed
